,title,price,asin,imageURLHighRes,ratings
4720,"Pepsi, Wild Cherry Vanilla, Bottles (6 Count, 16.9 Fl Oz Each)",$3.28,B01GCT27MQ,"['https://images-na.ssl-images-amazon.com/images/I/41wzoIwxHZL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41ndtMWGLEL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61zaWdij7JL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61n0mIiSRSL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31eMpZBBryL.jpg']",4.285714285714286
4721,"Diet Pepsi, Caffeine Free Bottles (6 Count, 16.9 Fl Oz Each)",$3.07,B01GCT22E4,"['https://images-na.ssl-images-amazon.com/images/I/41t3LMzSpcL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61ReVojRQyL.jpg']",3.8
4722,"Pepsi, Bottles 16.9 Fl Oz (pack of 6)",$2.50,B01GCT2F00,"['https://images-na.ssl-images-amazon.com/images/I/41by%2BPx0K0L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61ll4MPEQ-L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61gIRAEtwDL.jpg']",4.640625
4723,"Wellness Kittles Crunchy Natural Grain Free Cat Treats, Salmon &amp; Cranberries, 2-Ounce Bag",$2.37,B01GDV30PQ,"['https://images-na.ssl-images-amazon.com/images/I/611LHUqvnwL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61HwxnIzc-L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51WmyAaLGhL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51YSOQ47DPL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51jzHo1PH6L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51q7am8I0UL.jpg']",4.032258064516129
4724,"Nature's Bakery Gluten Free + non-GMO + Vegan, Fig Bars, Raspberry (12 Count)",$6.30,B01GFJJQ2W,"['https://images-na.ssl-images-amazon.com/images/I/51XpiyzFyRL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/511xs0kaehL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31Q2to-7d1L.jpg']",3.4
4725,"Nature's Bakery Vegan + non-GMO, Double Chocolate Brownie (12 Count)",$5.98,B01GFJK37Y,"['https://images-na.ssl-images-amazon.com/images/I/51hEfK4YA-L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51RL5oEfqUL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51tZLdzZ8BL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31cghsZTIGL.jpg']",3.7681159420289854
4726,"Nature's Bakery Gluten Free + non-GMO + Vegan, Fig Bars, Pomegranate (12 Count)",$16.56,B01GFJJSHK,"['https://images-na.ssl-images-amazon.com/images/I/51Qrct%2BzwhL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51XCpL2e8gL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31sIjBO4pXL.jpg']",3.6363636363636362
4727,"Nature's Bakery Gluten Free + non-GMO + Vegan, Fig Bars, Original Fig (12 Count)",$16.56,B01GFJJX16,"['https://images-na.ssl-images-amazon.com/images/I/51lFm6nc-AL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/519EEMpzBtL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51gcMWGsmpL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31UXYh%2BtzlL.jpg']",3.7567567567567566
4728,"Nature's Bakery Gluten Free + non-GMO + Vegan, Fig Bars, Blueberry (12 Count)",$9.99,B01GFJJYVK,"['https://images-na.ssl-images-amazon.com/images/I/51G0%2BhNKHFL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51q5gR8031L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51dFPQ66HoL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/311M3UsAucL.jpg']",3.769230769230769
4729,COMBOS Buffalo Blue Cheese Pretzel Baked Snacks 6.3-Ounce Bag,$1.68,B01GFPHVRI,"['https://images-na.ssl-images-amazon.com/images/I/41VgX9vxQpL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51x6Pn9yN-L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61FDUwIOlJL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51DwXvpL-KL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51c3bBjxvBL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51iQWutoHQL.jpg']",3.5833333333333335
4730,COMBOS Pepperoni Pizza Cracker Baked Snacks 6.3-Ounce Bag,$1.68,B01GFPHYGQ,"['https://images-na.ssl-images-amazon.com/images/I/51E4w0SdzaL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41ZziOY5ZnL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41XRX4lH68L.jpg']",4.466666666666667
4731,"Duncan Hines Decadent Cake Mix, Classic Carrot, 21.4 Ounce",$3.72,B01GHBTW8Q,"['https://images-na.ssl-images-amazon.com/images/I/51xem1vSuAL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41ynYa0CriL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41MTEgP%2B82L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/611P8LPRq8L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41u3VkRfgHL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41QlrLa7gvL.jpg']",4.615384615384615
4732,"Log Cabin Syrup, Sugar Free, 24 Ounce",$3.71,B01GHBTSZ8,"['https://images-na.ssl-images-amazon.com/images/I/51J3dYg8A%2BL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51UJ%2BOdC-yL.jpg']",4.631578947368421
4733,"Unique Pretzels 100 Percent Whole Grain Wheat Sprouted Pretzel Shells, 8-Ounce, 1 Bag",$3.99,B01GJAAJYG,"['https://images-na.ssl-images-amazon.com/images/I/41zUZ11OE5L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51H8t6gO%2BUL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51I6ewTLL-L.jpg']",4.208333333333333
4734,"Bare Natural Apple Chips, Fuji &amp; Reds, Gluten Free + Baked, Multi Serve Bag - 3.4 Oz",$4.29,B01GJA99DS,"['https://images-na.ssl-images-amazon.com/images/I/419kEPf8gJL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51%2B-yXoLIPL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51NMnRnfAOL.jpg']",4.0
4735,"Dang Crispy Caramelized Onion Chips, Chipotle Garlic, 2.3 Ounce",$4.27,B01GJAA43W,"['https://images-na.ssl-images-amazon.com/images/I/41yBXQW7smL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/313pSv2kcUL.jpg']",3.3636363636363638
4736,"Unique Pretzels 100 Percent Whole Grain Wheat Sprouted Pretzel &quot;Splits&quot;, 8-Ounce, 1 Bag",$3.69,B01GJAANIS,"['https://images-na.ssl-images-amazon.com/images/I/51P%2BwWzUu%2BL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51HsHMKe2JL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51I6ewTLL-L.jpg']",4.225806451612903
4737,"Unique Pretzels Original Pretzel &quot;Splits&quot;, 16-Ounce, 1 Pack",$3.14,B01GJAASG0,"['https://images-na.ssl-images-amazon.com/images/I/51-11j6yE1L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51PXApoLp3L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51I6ewTLL-L.jpg']",4.528301886792453
4738,"Dang Crispy Caramelized Onion Chips, Applewood BBQ, 2.3 Ounce",$4.27,B01GJAA7UC,['https://images-na.ssl-images-amazon.com/images/I/41PW5OmrAUL.jpg'],4.0
4739,"Dial Skin Care Bar Soap, Power Berries, 4 Ounce, 10 Bars",$10.63,B01GL5UX3G,"['https://images-na.ssl-images-amazon.com/images/I/41ph%2BsfjL-L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51hliiJ%2BqmL.jpg']",4.717948717948718
4740,"Dial Antibacterial Bar Soap, Mountain Fresh, 4 Ounce, 3 Bars",$2.49,B01GL5V4OI,"['https://images-na.ssl-images-amazon.com/images/I/51prB3F87UL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/310IeVmT4ML.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41R48OVc97L.jpg']",5.0
4741,"Dial Complete Antibacterial Foaming Hand Soap, Hand Wash, Refill, Spring Water, 32 Ounce",$3.97,B01GL5WOYW,"['https://images-na.ssl-images-amazon.com/images/I/51vcpGozpeL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41cjDvwU5kL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41rCnlHel7L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51k%2BFd67vKL.jpg']",4.0
4742,"Dial for Men Hair + Body Wash, Ultimate Clean, 32 Ounce",$5.89,B01GL5X05O,"['https://images-na.ssl-images-amazon.com/images/I/41tccg6MImL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31RZz7VgohL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51MDjH0uatL.jpg']",4.066666666666666
4743,"Dial Skin Care Bar Soap, Power Berries, 4 Ounce, 8 Bars",$5.43,B01GL5V22W,"['https://images-na.ssl-images-amazon.com/images/I/418hUgRgGhL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51HgxN5Z3VL.jpg']",4.545454545454546
4744,"Dial Liquid Hand Soap, Himalayan Pink Salt and Water Lily, 7.5 Ounce",$1.49,B01GL5VRUY,"['https://images-na.ssl-images-amazon.com/images/I/41zFt0-iTtL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31hCcelObCL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41EjfgYTqXL.jpg']",5.0
4745,"Dial for Men Body Wash, Magnetic, 32 Ounce",$6.99,B01GL5XGNK,['https://images-na.ssl-images-amazon.com/images/I/41U5i62ZQIL.jpg'],3.875
4746,"Dial Skin Care Bar Soap, Coconut Water, 4 Ounce, 6 Bars",$4.38,B01GL5WSIY,"['https://images-na.ssl-images-amazon.com/images/I/41xrPQBlf0L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41B4iC-ggmL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41bc1nJ2v3L.jpg']",4.333333333333333
4747,"Dial Body Wash, Lavender &amp; Jasmine, 32 Ounce",$5.97,B01GL5WYOW,"['https://images-na.ssl-images-amazon.com/images/I/41BzmBsAQAL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Z7na86w-L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31NO-%2BQWqfL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51f0kOAy-fL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31A4EVouBCL.jpg']",4.818181818181818
4748,"Dial Antibacterial Liquid Hand Soap Refill, Pomegranate &amp; Tangerine, 32 Fluid Ounces",$3.93,B01GL5WGF4,"['https://images-na.ssl-images-amazon.com/images/I/41A7a1dkydL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/411I3xzbJWL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51jZT6NLRbL.jpg']",4.066666666666666
4749,"Minute Maid Lemonade Made w/ Real Lemons, 12 fl oz, 12 Pack",$4.78,B01GP8C8XC,"['https://images-na.ssl-images-amazon.com/images/I/51o-S-NAKVL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51dG6JbuWaL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41pvMrWik6L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51ga4ys2YIL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/512SRdztHgL.jpg']",4.148148148148148
4750,"Fanta Grape Soda Fruit Flavored Soft Drink, 12 fl oz, 12 Pack",$4.99,B01GP8HB7A,"['https://images-na.ssl-images-amazon.com/images/I/41Fm6AJxv%2BL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51A711vVLjL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41rTG059aIL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51sOHeKPodL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51oeNVslZJL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41z6kFJHDhL.jpg']",4.916666666666667
4751,"Fanta Orange Zero Fridge Pack Cans (12 fl oz, Pack of 12)",$4.99,B01GP8HE5O,"['https://images-na.ssl-images-amazon.com/images/I/510zjUVSd%2BL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51sfjmyRMRL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41-PbRM8TxL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51NOkIxPRDL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/512cUns8HeL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Z2VgC0wBL.jpg']",4.2
4752,"Nutiva Organic, Neutral Tasting, Steam Refined Coconut Oil from non-GMO, Sustainably Farmed Coconuts, 1-gallon",$16.49,B01GRGGSR4,"['https://images-na.ssl-images-amazon.com/images/I/51TmS-UzBtL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/318atoVSBAL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31xH17Z91uL.jpg']",4.705882352941177
4753,"Nutiva O'Coconut Lightly Sweetened Organic, non-GMO Coconut Treat, Hemp and Chia, 8-piece",$5.52,B01GRGFWHQ,"['https://images-na.ssl-images-amazon.com/images/I/61%2Bb3E2IpqL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51eedlXK29L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Ku-zSzpwL.jpg']",4.1
4754,"Nutiva USDA Certified Organic, non-GMO, Gluten-free, Unrefined Coconut Flour, 1-pound",$5.03,B01GRGGX2Y,['https://images-na.ssl-images-amazon.com/images/I/51zMd%2BOH5RL.jpg'],4.645161290322581
4755,"Watkins Vanilla Flavor Extract, 2 Fluid Ounce, Pack of 1",$1.77,B01GS0VZWC,"['https://images-na.ssl-images-amazon.com/images/I/41AGHeQic2L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31g5PcPZ51L.jpg']",3.88
4756,"Watkins Pure Ground Black Pepper, 12 Ounce",$10.77,B01GS0ST0I,"['https://images-na.ssl-images-amazon.com/images/I/51fK6XLWZfL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Jkhz5iTRL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51V7BnOCZpL.jpg']",4.904761904761905
4757,"Watkins Imitation Extract, Root Beer, 2 Ounce",$4.85,B01GS0YS5I,['https://images-na.ssl-images-amazon.com/images/I/416X1nGpyCL.jpg'],3.9
4758,"Watkins Pure Ground Black Pepper, 4 Ounce",$4.59,B01GS0SO8U,"['https://images-na.ssl-images-amazon.com/images/I/41xSYiM4bCL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41e-g7eURsL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31cINXAbzOL.jpg']",4.6415094339622645
4759,"Watkins Imitation Extract, Almond, 2 Fl Oz",$2.60,B01GS0WQZW,['https://images-na.ssl-images-amazon.com/images/I/41UxIlLoARL.jpg'],4.545454545454546
4760,"Watkins Pure Extract, Mint, 2 Ounce",$3.54,B01GS0X9EY,"['https://images-na.ssl-images-amazon.com/images/I/41p0dl0eZML.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31XKQLiBhWL.jpg']",4.35
4761,"Watkins Pure Ground Black Pepper, 6 Ounce",$5.99,B01GS0SQRY,"['https://images-na.ssl-images-amazon.com/images/I/51cxfyjI2bL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51pEXViH5mL.jpg']",4.8
4762,"OGX Renewing Argan Oil of Morocco Shampoo, (1) 13 Ounce Bottle, Paraben Free, Sulfate Free, Sustainable Ingredients, Strengthens, Protects, Softens and Adds Shine",$5.74,B01H1HQ33C,"['https://images-na.ssl-images-amazon.com/images/I/41rldGbla4L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51LsFMOHnvL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51HAlkRn15L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41FW-YjHOiL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51AQrcCy9EL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31t%2BUhhDQJL.jpg']",4.454545454545454
4763,Spinbrush Pro+ Deep Clean Refills,$7.66,B01H1HQT0O,"['https://images-na.ssl-images-amazon.com/images/I/41zlzTVDAtL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/4147WAaSz6L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/418uJKum0KL.jpg']",4.833333333333333
4764,"Colgate Enamel Health Mouthwash, Fresh Mint - 1L, 33.8 fluid ounce",$6.99,B01H1HZFUO,"['https://images-na.ssl-images-amazon.com/images/I/515e3yIW2%2BL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Xm3OxTjZL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51fFIzRVz9L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51nYhzkZx9L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41ozSpVEQ8L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51fGQ-v77lL.jpg']",4.777777777777778
4765,"Fromm Standard Cotton Squares, 160 Count",$1.83,B01H1I2P7Y,"['https://images-na.ssl-images-amazon.com/images/I/41kiZB12W1L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41pPpsx10NL.jpg']",4.1629955947136565
4766,"Face Moisturizer by Olay Complete All Day Moisturizer with Sunscreen Broad Spectrum with SPF 15, Sensitive, 4 Fluid Ounce",$6.76,B01H1I3HOO,"['https://images-na.ssl-images-amazon.com/images/I/51acK-Sl59L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41at%2BdXBQxL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41xJR%2Bg6q9L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51md8MFVQrL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51DylmY3PUL.jpg']",4.2
4767,Spinbrush Avengers Super Hero Toothbrush,$5.72,B01H1HYJVU,['https://images-na.ssl-images-amazon.com/images/I/41Z5fS3jw7L.jpg'],3.5454545454545454
4768,"Softsoap Antibacterial Hand Soap Refill, White Tea and Berry Fusion - 56 fluid ounce",$3.97,B01H1HQDSC,"['https://images-na.ssl-images-amazon.com/images/I/618U8dZtiQL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51NZ5maRaBL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Q%2BoKG-TwL.jpg']",3.619047619047619
4769,Irish Spring Signature for Men 3-in-1 Body Wash - 15 fluid ounce,$3.99,B01H1HPFHM,"['https://images-na.ssl-images-amazon.com/images/I/416C20VbDkL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61j4AHEqRfL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/417ZBJ2KJOL.jpg']",4.390243902439025
4770,"Arm &amp; Hammer Ultra Max Invisible Solid Wide Stick Antiperspirant Deodorant, Active Sport, 2.6 Ounce",$1.79,B01H1I7FPG,"['https://images-na.ssl-images-amazon.com/images/I/41hnr2ufIRL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31rH085oXuL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Dhey4fcVL.jpg']",4.615384615384615
4771,"Diane Bobby Pins, Black, 2&quot;, 1 Pound (Approximately 742 Pins)",$3.97,B01H1I8DKW,['https://images-na.ssl-images-amazon.com/images/I/31aYjI%2B8XDL.jpg'],3.7142857142857144
4772,"Sierra Mist Lemon Lime Soda Cans (12 Count, 12 Fl Oz Each)",$4.99,B01H1Y89X2,"['https://images-na.ssl-images-amazon.com/images/I/51xRZMtii%2BL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51oeRKYWB1L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51XkTqXasuL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51j1Xh11zyL.jpg']",3.3684210526315788
4773,"Mist TWST Lemon Lime Bottles (8 Count, 12 Fl Oz Each)",$4.06,B01H1Y8C5C,"['https://images-na.ssl-images-amazon.com/images/I/41YilSnnFhL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51SqL4pyX8L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/515MPLzS0jL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61kCXN7ZFEL.jpg']",3.933333333333333
4774,"Mist TWST Lemon Lime Mini-Cans (8 Count, 7.5 Fl Oz Each)",$3.49,B01H1Y8B1M,"['https://images-na.ssl-images-amazon.com/images/I/51efwfKCq6L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51AXXOMy8yL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/515MPLzS0jL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51z5m7ScyZL.jpg']",3.5833333333333335
4775,Combos Pepperoni Pizza Cracker Baked Snacks 1.7-Ounce Bag 18-Count Box,$21.71,B01H34M1J8,"['https://images-na.ssl-images-amazon.com/images/I/41ZbqfSxWNL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/6154CPCQWkL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51iFMPr9SVL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51oc05HntgL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51DuDPp9MKL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61iK91sEC5L.jpg']",4.75
4776,Combos Cheddar Cheese Cracker Baked Snacks 1.7-Ounce Bag 18-Count Box,$14.95,B01H34LZCW,"['https://images-na.ssl-images-amazon.com/images/I/41RXme4KL4L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41sk5-bLiqL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41W9vzq2%2BCL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31F%2BBHmST0L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Qy%2BHsK60L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51hkfJd0FwL.jpg']",3.5714285714285716
4777,Combos Cheddar Cheese Pretzel Baked Snacks 1.8-Ounce Bag 18-Count Box,$14.95,B01H34LTEG,"['https://images-na.ssl-images-amazon.com/images/I/31keKKcsqRL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41SYhNaDQ7L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61I78492LFL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51DUbnDENUL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51nA6Fh0JLL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51QuFz0X3jL.jpg']",3.2857142857142856
4778,"Gain Liquid Laundry Detergent Pouch, Original, 48 Fluid Ounce (Pack of 2)",$12.26,B01H362VTQ,"['https://images-na.ssl-images-amazon.com/images/I/51lb2sHuf8L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51sjH4TqSIL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51z5PWGqM9L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51V8J0CRPQL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51JGKkWXMeL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/411C72YdlrL.jpg']",4.45
4779,"Vermont Smoke &amp; Cure Mini Jerky Stick Go Pack, Beef, Antibiotic Free, Gluten Free, BBQ, Great Keto Snack, High in Protein, Low Sugar, 0.5oz Meat Sticks, 3oz Pack",$4.99,B01H37PJSU,"['https://images-na.ssl-images-amazon.com/images/I/51Sjm8tD5bL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51EfaQclQLL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31RCfIbrAwL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51KrrKH%2Br4L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61pTmOe4NWL.jpg']",4.105263157894737
4780,"Vermont Smoke &amp; Cure Mini Jerky Stick Go Pack, Beef &amp; Pork, Antibiotic Free, Gluten Free, Original, Great Keto Snack, High in Protein, Low Sugar, 0.5oz Meat Sticks, 3oz Pack",$4.99,B01H37POOO,"['https://images-na.ssl-images-amazon.com/images/I/51h7FQb18tL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51MeWkULDSL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/418Lu0ICepL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51-XbvP0ZJL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41tdfHdFgDL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51jZCdpI8YL.jpg']",3.0277777777777777
4781,"Vermont Smoke &amp; Cure Mini Jerky Stick Go Pack, Turkey, Antibiotic Free, Gluten Free, Uncured Pepperoni, Great Keto Snack, High in Protein, Low Sugar, 0.5oz Meat Sticks, 3oz Pack",$4.99,B01H37PEKS,"['https://images-na.ssl-images-amazon.com/images/I/51xk0%2Bu38SL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51J2%2BWEOe6L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41VHAyAw7hL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51j3E6KGhiL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41zjV%2BTHtnL.jpg']",3.3970588235294117
4782,"Stash Tea Meyer Lemon Herbal Tea, 20 Count",$4.99,B01H3EVDWY,"['https://images-na.ssl-images-amazon.com/images/I/41EsceDWNxL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51GiV-I2Y%2BL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41t7eL95eOL.jpg']",4.85
4783,"Stash Tea Mango Passionfruit Herbal Tea, 20 Count Box of Tea Bags Individually Wrapped in Foil, Sweet Fruity Caffeine Free Herbal Tisane, Drink Hot or Iced",$3.20,B01H3EVRI4,"['https://images-na.ssl-images-amazon.com/images/I/51Pfz4cSkaL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51%2BRWbhnkoL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41gNHgmWw-L.jpg']",4.761904761904762
4784,"Stash Tea Peach Black Tea, 20 Count",$3.20,B01H3EVNBK,"['https://images-na.ssl-images-amazon.com/images/I/4153PC5YHRL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41GseL%2BkbAL.jpg']",4.571428571428571
4785,"Ocean Spray Juice Drink, Cran-Lemonade, 64 Ounce Bottle",$4.64,B01H5G9NQI,"['https://images-na.ssl-images-amazon.com/images/I/41WkhjcTDaL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/611aZn0oMQL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41aW1L2ZpAL.jpg']",4.2
4786,"Crystal Light On The Go Drink Mix, Natural Lemonade, 10 Count",$2.59,B01H5GAGUA,"['https://images-na.ssl-images-amazon.com/images/I/51%2BzqakE12L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31wOUkL%2B2gL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51jK6f8aORL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61bW4F2Gp4L.jpg']",4.6875
4787,"Crystal Light Drink Mix, Strawberry Orange Banana, 2.4 Ounce",$2.48,B01H5GAAYM,"['https://images-na.ssl-images-amazon.com/images/I/41bHyu3uUSL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31h8sMVCvNL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51OaUX2rxCL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51ebWF0jBoL.jpg']",4.64
